Region,Latin_Name,Species,Age,Sex,AIV,Province,Sampling_Site,Weather_Station_nearest,Day_sampling,Month_sampling,Year_sampling,Stratum_of_density_estimates,Population_Density,Pond_Density,Percent_MALL,Hunting_Zone,Percent_HY,Sampling_Latitude,Sampling_Longitude,Temperature
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,23,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.27142857
Prairie Provinces,Anas platyrhynchos,MALL,HY,M,1,MB,Delta (Long Creek),5021695,23,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.156028,-97.571111,15.98571429
Prairie Provinces,Anas platyrhynchos,MALL,HY,M,1,MB,Delta (Long Creek),5021695,23,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.156028,-97.571111,15.98571429
Prairie Provinces,Anas platyrhynchos,MALL,HY,M,1,MB,Delta (Long Creek),5021695,23,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.156028,-97.571111,15.98571429
Prairie Provinces,Anas platyrhynchos,MALL,HY,M,0,MB,Delta (Long Creek),5021695,23,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.156028,-97.571111,15.98571429
Prairie Provinces,Anas platyrhynchos,MALL,HY,M,0,MB,Delta (Long Creek),5021695,23,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.156028,-97.571111,15.98571429
Prairie Provinces,Anas platyrhynchos,MALL,HY,F,0,MB,Delta (Long Creek),5021695,23,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.156028,-97.571111,15.98571429
Prairie Provinces,Anas platyrhynchos,MALL,HY,F,0,MB,Delta (Long Creek),5021695,23,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.156028,-97.571111,15.98571429
Prairie Provinces,Anas platyrhynchos,MALL,HY,M,0,MB,Delta (Long Creek),5021695,23,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.156028,-97.571111,15.98571429
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,1,MB,Big Grass Marsh,5040764,23,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.31428571
Prairie Provinces,Anas platyrhynchos,MALL,AHY,F,1,MB,Big Grass Marsh,5040764,23,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.31428571
Prairie Provinces,Anas platyrhynchos,MALL,AHY,F,0,MB,Big Grass Marsh,5040764,23,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.31428571
Prairie Provinces,Anas platyrhynchos,MALL,AHY,F,0,MB,Big Grass Marsh,5040764,23,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.31428571
Prairie Provinces,Anas platyrhynchos,MALL,AHY,F,0,MB,Big Grass Marsh,5040764,23,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.31428571
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Big Grass Marsh,5040764,23,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.31428571
Prairie Provinces,Anas platyrhynchos,MALL,AHY,F,0,MB,Big Grass Marsh,5040764,23,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.31428571
Prairie Provinces,Anas platyrhynchos,MALL,HY,M,0,MB,Big Grass Marsh,5040764,23,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.31428571
Prairie Provinces,Anas acuta,NOPI,HY,F,1,MB,Oak Lake,501A7AR,24,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.47142857
Prairie Provinces,Anas acuta,NOPI,HY,F,0,MB,Oak Lake,501A7AR,24,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.47142857
Prairie Provinces,Anas acuta,NOPI,HY,M,0,MB,Oak Lake,501A7AR,24,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.47142857
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,1,MB,Oak Lake,501A7AR,24,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.47142857
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,24,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.47142857
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,24,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.47142857
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,24,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.47142857
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,24,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.47142857
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,25,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.45
Prairie Provinces,Anas acuta,NOPI,HY,F,1,MB,Oak Lake,501A7AR,25,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.45
Prairie Provinces,Anas acuta,NOPI,HY,F,1,MB,Oak Lake,501A7AR,25,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.45
Prairie Provinces,Anas platyrhynchos,MALL,AHY,F,0,MB,Oak Lake,501A7AR,25,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.45
Prairie Provinces,Anas platyrhynchos,MALL,AHY,F,0,MB,Oak Lake,501A7AR,25,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.45
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,25,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.45
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,25,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.45
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,25,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.45
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,25,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.45
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,25,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.45
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,25,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.45
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,25,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.45
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,25,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.45
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,25,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.45
Prairie Provinces,Anas platyrhynchos,MALL,HY,M,1,MB,Delta (Long Creek),5021695,25,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.156028,-97.571111,16.39285714
Prairie Provinces,Anas platyrhynchos,MALL,AHY,F,0,MB,Big Grass Marsh,5040764,25,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.57142857
Prairie Provinces,Anas platyrhynchos,MALL,HY,F,0,MB,Big Grass Marsh,5040764,25,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.57142857
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Big Grass Marsh,5040764,25,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.57142857
Prairie Provinces,Anas acuta,NOPI,HY,F,0,MB,Oak Lake,501A7AR,26,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.54285714
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,26,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.54285714
Prairie Provinces,Anas platyrhynchos,MALL,HY,M,0,MB,Oak Lake,501A7AR,26,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.54285714
Prairie Provinces,Anas acuta,NOPI,HY,F,1,MB,Oak Lake,501A7AR,26,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.54285714
Prairie Provinces,Anas acuta,NOPI,HY,F,0,MB,Oak Lake,501A7AR,26,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.54285714
Prairie Provinces,Anas acuta,NOPI,HY,F,0,MB,Oak Lake,501A7AR,26,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.54285714
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,1,MB,Oak Lake,501A7AR,26,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.54285714
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,26,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.54285714
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,26,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.54285714
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,26,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.54285714
Prairie Provinces,Anas platyrhynchos,MALL,HY,F,1,MB,Big Grass Marsh,5040764,26,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.67142857
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,1,MB,Big Grass Marsh,5040764,26,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.67142857
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Big Grass Marsh,5040764,26,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.67142857
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,1,MB,Big Grass Marsh,5040764,26,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.67142857
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,1,MB,Big Grass Marsh,5040764,26,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.67142857
Prairie Provinces,Anas platyrhynchos,MALL,AHY,F,0,MB,Big Grass Marsh,5040764,26,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.67142857
Prairie Provinces,Anas platyrhynchos,MALL,HY,F,0,MB,Big Grass Marsh,5040764,26,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.67142857
Prairie Provinces,Anas platyrhynchos,MALL,AHY,F,0,MB,Big Grass Marsh,5040764,26,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.67142857
Prairie Provinces,Anas platyrhynchos,MALL,AHY,F,0,MB,Big Grass Marsh,5040764,26,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.67142857
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Big Grass Marsh,5040764,26,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.67142857
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Big Grass Marsh,5040764,26,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.67142857
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Big Grass Marsh,5040764,26,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.67142857
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Big Grass Marsh,5040764,26,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.67142857
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Big Grass Marsh,5040764,26,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.67142857
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Big Grass Marsh,5040764,26,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.67142857
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,1,MB,Oak Lake,501A7AR,27,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.76428571
Prairie Provinces,Anas acuta,NOPI,HY,F,1,MB,Oak Lake,501A7AR,27,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.76428571
Prairie Provinces,Anas platyrhynchos,MALL,HY,F,1,MB,Oak Lake,501A7AR,27,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.76428571
Prairie Provinces,Anas platyrhynchos,MALL,HY,M,0,MB,Oak Lake,501A7AR,27,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.76428571
Prairie Provinces,Anas platyrhynchos,MALL,AHY,F,0,MB,Oak Lake,501A7AR,27,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.76428571
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,27,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.76428571
Prairie Provinces,Anas platyrhynchos,MALL,HY,M,0,MB,Oak Lake,501A7AR,27,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.76428571
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,27,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.76428571
Prairie Provinces,Anas platyrhynchos,MALL,HY,F,0,MB,Big Grass Marsh,5040764,27,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.73571429
Prairie Provinces,Anas platyrhynchos,MALL,AHY,F,0,MB,Big Grass Marsh,5040764,27,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.73571429
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,1,MB,Big Grass Marsh,5040764,27,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.73571429
Prairie Provinces,Anas platyrhynchos,MALL,AHY,F,0,MB,Big Grass Marsh,5040764,27,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.73571429
Prairie Provinces,Anas platyrhynchos,MALL,AHY,F,0,MB,Big Grass Marsh,5040764,27,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.73571429
Prairie Provinces,Anas platyrhynchos,MALL,AHY,F,0,MB,Big Grass Marsh,5040764,27,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.73571429
Prairie Provinces,Anas platyrhynchos,MALL,AHY,F,0,MB,Big Grass Marsh,5040764,27,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.73571429
Prairie Provinces,Anas platyrhynchos,MALL,AHY,F,0,MB,Big Grass Marsh,5040764,27,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.73571429
Prairie Provinces,Anas platyrhynchos,MALL,HY,M,0,MB,Big Grass Marsh,5040764,27,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.73571429
Prairie Provinces,Anas platyrhynchos,MALL,HY,M,0,MB,Big Grass Marsh,5040764,27,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.73571429
Prairie Provinces,Anas platyrhynchos,MALL,AHY,F,0,MB,Big Grass Marsh,5040764,27,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.73571429
Prairie Provinces,Anas platyrhynchos,MALL,HY,F,0,MB,Big Grass Marsh,5040764,27,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.73571429
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Big Grass Marsh,5040764,27,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.73571429
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Big Grass Marsh,5040764,27,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.73571429
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Big Grass Marsh,5040764,27,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.73571429
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Big Grass Marsh,5040764,27,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.73571429
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Big Grass Marsh,5040764,27,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.73571429
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,28,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.95714286
Prairie Provinces,Anas acuta,NOPI,HY,F,1,MB,Oak Lake,501A7AR,28,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.95714286
Prairie Provinces,Anas acuta,NOPI,AHY,M,1,MB,Oak Lake,501A7AR,28,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.95714286
Prairie Provinces,Anas acuta,NOPI,HY,F,0,MB,Oak Lake,501A7AR,28,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.95714286
Prairie Provinces,Anas acuta,NOPI,AHY,F,0,MB,Oak Lake,501A7AR,28,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.95714286
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,28,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.95714286
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,28,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.95714286
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,28,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.95714286
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,28,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.95714286
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,28,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.95714286
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,28,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.95714286
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,28,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.95714286
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,28,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,15.95714286
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Big Grass Marsh,5040764,28,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.89285714
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Big Grass Marsh,5040764,28,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.89285714
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Big Grass Marsh,5040764,28,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.89285714
Prairie Provinces,Anas platyrhynchos,MALL,AHY,F,0,MB,Big Grass Marsh,5040764,28,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.89285714
Prairie Provinces,Anas platyrhynchos,MALL,AHY,F,0,MB,Big Grass Marsh,5040764,28,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.89285714
Prairie Provinces,Anas platyrhynchos,MALL,AHY,F,0,MB,Big Grass Marsh,5040764,28,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.89285714
Prairie Provinces,Anas platyrhynchos,MALL,HY,F,0,MB,Big Grass Marsh,5040764,28,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.89285714
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Big Grass Marsh,5040764,28,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.89285714
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Big Grass Marsh,5040764,28,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.89285714
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Big Grass Marsh,5040764,28,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.89285714
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Big Grass Marsh,5040764,28,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.89285714
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Big Grass Marsh,5040764,28,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.89285714
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Oak Lake,501A7AR,29,8,2005,39,18.92725582,8.208795893,30.16768995,MB,80.3630363,49.5,-100.833333,16.09285714
Prairie Provinces,Anas platyrhynchos,MALL,HY,M,1,MB,Big Grass Marsh,5040764,29,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.99285714
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Big Grass Marsh,5040764,29,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.99285714
Prairie Provinces,Anas platyrhynchos,MALL,AHY,F,1,MB,Big Grass Marsh,5040764,29,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.99285714
Prairie Provinces,Anas platyrhynchos,MALL,HY,F,1,MB,Big Grass Marsh,5040764,29,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.99285714
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,1,MB,Big Grass Marsh,5040764,29,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.99285714
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,1,MB,Big Grass Marsh,5040764,29,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.99285714
Prairie Provinces,Anas platyrhynchos,MALL,AHY,F,0,MB,Big Grass Marsh,5040764,29,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.99285714
Prairie Provinces,Anas platyrhynchos,MALL,HY,F,0,MB,Big Grass Marsh,5040764,29,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.99285714
Prairie Provinces,Anas platyrhynchos,MALL,AHY,F,0,MB,Big Grass Marsh,5040764,29,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.99285714
Prairie Provinces,Anas platyrhynchos,MALL,HY,F,0,MB,Big Grass Marsh,5040764,29,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.99285714
Prairie Provinces,Anas platyrhynchos,MALL,AHY,F,0,MB,Big Grass Marsh,5040764,29,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.99285714
Prairie Provinces,Anas platyrhynchos,MALL,HY,F,0,MB,Big Grass Marsh,5040764,29,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.99285714
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Big Grass Marsh,5040764,29,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.99285714
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Big Grass Marsh,5040764,29,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.99285714
Prairie Provinces,Anas platyrhynchos,MALL,AHY,M,0,MB,Big Grass Marsh,5040764,29,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.333333,-98.8333333,15.99285714
Prairie Provinces,Anas discors,BWTE,HY,M,0,MB,Delta (Long Creek),5021695,30,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.156028,-97.571111,16.75
Prairie Provinces,Anas discors,BWTE,HY,F,1,MB,Delta (Long Creek),5021695,30,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.156028,-97.571111,16.75
Prairie Provinces,Anas discors,BWTE,HY,M,1,MB,Delta (Long Creek),5021695,30,8,2005,37,6.941781885,7.317742568,52.39417516,MB,80.3630363,50.156028,-97.571111,16.75
